UserID,WindowID,Split,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
49736,6,Train,Appleton,WI,US,54913,Bachelor's,Animal Science,2011-12-01 00:00:00,4,6.0,No,No,0
49738,6,Train,Bradenton,FL,US,34209,,Records Management,1982-06-01 00:00:00,6,20.0,Yes,No,0
49742,6,Train,Houston,TX,US,77022,Associate's,Registered Nursing Program,,5,3.0,No,No,0
49788,6,Train,Pekin,IL,US,61554,Bachelor's,Communications,2012-05-01 00:00:00,4,6.0,Yes,No,0
49858,6,Train,Mason,OH,US,45040,Master's,Educational development of urban students,2003-12-01 00:00:00,3,9.0,Yes,Yes,5
49875,6,Train,Matthews,NC,US,28105,Bachelor's,Mathematics,,6,8.0,Yes,No,0
50035,6,Train,Kansas City,MO,US,64114,Bachelor's,Animation,2005-01-01 00:00:00,6,12.0,Yes,Yes,17
50127,6,Test,Phoenix,AZ,US,85040,Master's,Medical Administrative Assistant,2010-01-01 00:00:00,5,4.0,No,No,0
50142,6,Train,Jersey City,NJ,US,07304,Bachelor's,business and Administration,2012-06-01 00:00:00,4,9.0,No,No,0
50229,6,Train,Schaumburg,IL,US,60193,Associate's,Applied Computer Science,2008-08-01 00:00:00,5,14.0,No,No,0
50237,6,Train,Elizabeth,NJ,US,07202,High School,Not Applicable,,1,3.0,Yes,No,0
50367,6,Train,Lafayette,IN,US,47909,Bachelor's,Environmental Health,2012-06-01 00:00:00,1,6.0,Yes,No,0
50410,6,Train,Las Vegas,NV,US,89120,High School,Not Applicable,2011-01-01 00:00:00,3,3.0,Yes,No,0
50430,6,Train,Hampton,VA,US,23669,High School,Not Applicable,2004-06-01 00:00:00,2,8.0,No,Yes,10
50476,6,Train,Little Rock,AR,US,72204,Bachelor's,"Business Administration and Management, General",2013-10-01 00:00:00,1,13.0,Yes,No,0
50536,6,Train,Beverly Hills,CA,US,90210,Bachelor's,Science Human Services,2012-04-01 00:00:00,1,6.0,Yes,No,0
50607,6,Train,Austin,TX,US,78741,Bachelor's,Economics,2009-01-01 00:00:00,3,2.0,No,No,0
50616,6,Train,Matawan,NJ,US,07747,Bachelor's,Business Administration,,8,28.0,No,No,0
50776,6,Train,San Diego,CA,US,92118,Bachelor's,Business Management,,6,7.0,Yes,No,0
50793,6,Train,San Marcos,TX,US,78666,Bachelor's,Communication Design,2012-05-01 00:00:00,8,6.0,Yes,No,0
50800,6,Train,Philadelphia,PA,US,19123,Bachelor's,Finance and Accounting,2009-07-01 00:00:00,4,9.0,Yes,No,0
50886,6,Train,Roslyn Heights,NY,US,11577,,"Politics, Economics, and Law",,3,6.0,Yes,Yes,7
50980,6,Train,Los Angeles,CA,US,90022,High School,Not Applicable,1999-06-01 00:00:00,4,12.0,Yes,No,0
50985,6,Train,Corydon,IN,US,47112,Bachelor's,Science/ Justice Administration/Criminal Justice,,3,7.0,Yes,No,0
51017,6,Train,Laurel,DE,US,19956,Bachelor's,Biology,2012-05-01 00:00:00,3,5.0,Yes,Yes,12
51062,6,Train,Clinton,MS,US,39056,Master's,Public Policy and Administration,2007-12-01 00:00:00,10,10.0,Yes,No,0
51129,6,Train,Powder Springs,GA,US,30127,Associate's,Computer Science,2000-06-01 00:00:00,6,20.0,Yes,No,0
51250,6,Train,Bronx,NY,US,10454,High School,Not Applicable,,4,3.0,No,No,0
51252,6,Train,Chicago,IL,US,60617,Bachelor's,Greater East Bay Cosmetology,,3,8.0,No,No,0
51288,6,Train,Rego Park,NY,US,11374,Bachelor's,Political Science,,7,15.0,Yes,No,0
51318,6,Train,New Brunswick,NJ,US,08901,Bachelor's,Business Management,,4,23.0,Yes,No,0
51388,6,Train,Saint Albans,NY,US,11412,Bachelor's,Accounting,,2,2.0,No,No,0
51452,6,Train,Pittsburgh,PA,US,15202,,Communications Management,,8,28.0,No,No,0
51480,6,Train,Atlanta,GA,US,30315,High School,Not Applicable,,3,4.0,No,No,0
51536,6,Train,Halifax,MA,US,02338,Associate's,Business/Accounting,2005-01-01 00:00:00,6,4.0,Yes,No,0
51611,6,Train,Vallejo,CA,US,94591,Bachelor's,Hotel/Restaurant/Tourism Management,2009-03-01 00:00:00,4,15.0,No,Yes,235
51706,6,Train,National City,CA,US,91950,Associate's,COSMETOLOGY CERTIFICATE,,3,6.0,Yes,No,0
51785,6,Train,Elmhurst,NY,US,11373,Bachelor's,Computer Science,,2,3.0,No,No,0
51829,6,Train,Columbus,GA,US,31907,,Medical Assistant,2010-09-01 00:00:00,2,2.0,Yes,No,0
51862,6,Train,Huffman,TX,US,77336,High School,Not Applicable,2002-01-01 00:00:00,3,7.0,Yes,No,0
51875,6,Train,Las Vegas,NV,US,89147,Bachelor's,Business Management,1974-03-01 00:00:00,2,31.0,No,No,0
51880,6,Train,Richmond,VA,US,23236,Master's,Leadership Development Program,2006-01-01 00:00:00,7,19.0,Yes,No,0
51888,6,Train,Tempe,AZ,US,85283,High School,Not Applicable,1998-01-01 00:00:00,5,6.0,Yes,Yes,3
51889,6,Train,Akron,OH,US,44305,High School,Not Applicable,1991-06-01 00:00:00,6,23.0,Yes,No,0
51927,6,Train,Mission,KS,US,66202,Associate's,"Business Administration and Management, General",1985-06-01 00:00:00,1,18.0,No,No,0
51935,6,Train,Huntsville,AL,US,35806,Bachelor's,Elementary Education with an emphasis in Science K-8,2013-06-01 00:00:00,6,8.0,Yes,Yes,30
52014,6,Train,Bronx,NY,US,10455,,Cosmetology/Hairdressing,2012-04-01 00:00:00,5,7.0,No,No,0
52044,6,Train,Saratoga Springs,NY,US,12866,High School,Not Applicable,2002-01-01 00:00:00,4,11.0,No,No,0
52051,6,Train,Detroit,MI,US,48216,High School,Not Applicable,2003-01-01 00:00:00,4,8.0,No,No,0
52176,6,Train,Tallahassee,FL,US,32312,High School,Not Applicable,2009-05-01 00:00:00,4,5.0,Yes,No,0
52193,6,Train,Temperance,MI,US,48182,Master's,Education/Kinesiology/Coaching,2011-05-01 00:00:00,2,5.0,Yes,Yes,15
52197,6,Train,Los Angeles,CA,US,90015,,Certified,1995-12-01 00:00:00,4,21.0,No,No,0
52258,6,Train,Charlotte,NC,US,28262,High School,Not Applicable,2006-06-01 00:00:00,4,6.0,Yes,Yes,5
52294,6,Train,Alexandria,VA,US,22307,,Pharmacy,2011-08-01 00:00:00,2,5.0,No,No,0
52296,6,Train,Cedar Park,TX,US,78613,High School,Not Applicable,1983-05-01 00:00:00,2,13.0,No,Yes,75
52300,6,Train,Atlanta,GA,US,30301,Bachelor's,Early Childhood Education,2012-05-01 00:00:00,3,7.0,Yes,No,0
52302,6,Train,Alamogordo,NM,US,88310,Master's,Communications,,3,3.0,No,No,0
52343,6,Train,Elmira,NY,US,14905,High School,Business,1990-05-01 00:00:00,5,32.0,No,Yes,10
52377,6,Train,Cudahy,WI,US,53110,,Dietary Manager Certificate,2013-04-01 00:00:00,7,17.0,Yes,Yes,10
52415,6,Train,Metuchen,NJ,US,08840,Master's,Finance,,3,4.0,Yes,No,0
52441,6,Train,North Olmsted,OH,US,44070,Master's,Information Technology,,4,12.0,No,No,0
52444,6,Train,Redford,MI,US,48240,High School,Not Applicable,,1,3.0,No,No,0
52498,6,Train,Charlotte,NC,US,28273,High School,Biotechnology,2007-01-01 00:00:00,3,3.0,No,No,0
52504,6,Train,Minneapolis,MN,US,55444,High School,Not Applicable,2009-06-01 00:00:00,3,6.0,No,No,0
52579,6,Train,Miami,FL,US,33166,Associate's,Advertising Design,1986-01-01 00:00:00,3,26.0,Yes,No,0
52615,6,Train,North Babylon,NY,US,11703,High School,Not Applicable,1997-06-01 00:00:00,3,7.0,No,No,0
52686,6,Train,Dodge Center,MN,US,55927,Bachelor's,Game Design and Development,2009-06-01 00:00:00,5,7.0,No,Yes,5
52693,6,Train,Walnut Creek,CA,US,94596,,Security & Law Enforcement,,8,25.0,Yes,No,0
52794,6,Train,Florissant,MO,US,63031,,Public Administration,1997-01-01 00:00:00,4,14.0,No,No,0
52879,6,Train,New Iberia,LA,US,70560,High School,Not Applicable,2008-01-01 00:00:00,1,2.0,No,Yes,3
52904,6,Train,Lafayette,LA,US,70506,Bachelor's,General Studies- Visual Arts,2009-06-01 00:00:00,3,6.0,Yes,No,0
52936,6,Train,Appleton,WI,US,54911,Associate's,Liberal Arts and Sciences/Liberal Studies,1989-05-01 00:00:00,7,26.0,Yes,No,0
52983,6,Train,Los Angeles,CA,US,90005,Bachelor's,Education,1990-01-01 00:00:00,7,19.0,Yes,No,0
53062,6,Test,Zion,IL,US,60099,Bachelor's,Physics,2012-05-01 00:00:00,1,3.0,No,No,0
53190,6,Train,Miami,FL,US,33169,High School,Not Applicable,2003-06-01 00:00:00,5,7.0,No,No,0
53245,6,Train,Murfreesboro,TN,US,37130,High School,Not Applicable,1995-05-01 00:00:00,8,17.0,No,Yes,12
53279,6,Train,Phoenix,AZ,US,85080,Master's,Public Management,,5,15.0,Yes,Yes,25
53376,6,Train,Pepperell,MA,US,01463,High School,Not Applicable,,3,112.0,No,No,0
53383,6,Train,Miami,FL,US,33150,Associate's,Biology,2012-06-01 00:00:00,1,5.0,No,No,0
53384,6,Train,Canton,MS,US,39046,High School,Not Applicable,2000-05-01 00:00:00,3,12.0,Yes,No,0
53457,6,Train,Chicopee,MA,US,01022,High School,Not Applicable,2006-01-01 00:00:00,4,6.0,No,No,0
53507,6,Train,Elmhurst,NY,US,11373,Bachelor's,Marketing and Finance,2012-05-01 00:00:00,6,3.0,No,No,0
53547,6,Train,Chicago,IL,US,60601,Master's,International Banking,2000-05-01 00:00:00,9,19.0,No,No,0
53558,6,Train,Conway,SC,US,29527,,Business,2012-04-01 00:00:00,3,16.0,No,Yes,100
53611,6,Train,Union City,IN,US,47390,Associate's,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",2012-05-01 00:00:00,2,7.0,No,No,0
53749,6,Train,Seattle,WA,US,98133,Associate's,business,2011-09-01 00:00:00,3,5.0,Yes,No,0
53757,6,Train,Detroit,MI,US,48221,Master's,Accounting/Taxation,2013-05-01 00:00:00,6,12.0,No,No,0
53812,6,Train,Cedar Rapids,IA,US,52402,Master's,Business Administration,2008-01-01 00:00:00,4,17.0,No,Yes,10
53991,6,Train,Livingston,NJ,US,07039,Bachelor's,Organizational Behavior and Communications,2005-05-01 00:00:00,2,12.0,Yes,Yes,3
54053,6,Train,Jacksonville,FL,US,32224,High School,Not Applicable,2010-01-01 00:00:00,4,4.0,Yes,Yes,10
54124,6,Train,Satellite Beach,FL,US,32937,Associate's,Accounting,1998-01-01 00:00:00,5,17.0,No,No,0
54182,6,Train,Lexington,KY,US,40509,Bachelor's,English,2011-12-01 00:00:00,6,9.0,Yes,No,0
54230,6,Test,Fayetteville,GA,US,30214,Bachelor's,Marketing,2011-01-01 00:00:00,1,2.0,Yes,No,0
54282,6,Train,Woodbury,CT,US,06798,Associate's,Chemistry,,7,41.0,No,Yes,30
54304,6,Train,Stone Mountain,GA,US,30083,High School,Not Applicable,2007-01-01 00:00:00,5,5.0,No,No,0
54320,6,Train,Indianapolis,IN,US,46221,Bachelor's,Elementary Education,2003-01-01 00:00:00,1,9.0,Yes,No,0
54395,6,Train,Brownsburg,IN,US,46112,High School,Not Applicable,2006-05-01 00:00:00,6,10.0,Yes,No,0
54444,6,Train,Trophy Club,TX,US,76262,Vocational,Automotive studies,1992-06-01 00:00:00,4,10.0,No,Yes,6
54457,6,Train,Cincinnati,OH,US,45207,Bachelor's,Practical Nursing,2000-05-01 00:00:00,2,9.0,No,No,0
54485,6,Train,Glendale,NY,US,11385,Associate's,Liberal Arts,2007-01-01 00:00:00,4,14.0,No,No,0
54490,6,Train,Charlotte,NC,US,28206,Bachelor's,"Apparel, and Retail Studies",2011-05-01 00:00:00,3,9.0,Yes,No,0
54543,6,Train,Hyattsville,MD,US,20782,Bachelor's,Economics,2012-05-01 00:00:00,6,4.0,No,No,0
54586,6,Train,Newton,KS,US,67114,Bachelor's,Public Relations/Advertising and Marketing,1990-01-01 00:00:00,7,22.0,Yes,No,0
54655,6,Train,Homestead,FL,US,33030,Associate's,Science,2004-01-01 00:00:00,4,12.0,No,No,0
54732,6,Train,Bridgeport,CT,US,06610,High School,General Studies,1999-01-01 00:00:00,4,12.0,No,No,0
54845,6,Train,Wylie,TX,US,75098,Master's,Acquired sixty-one,2006-12-01 00:00:00,7,21.0,No,No,0
54876,6,Train,Spring Lake,NJ,US,07762,Bachelor's,Behavioral and Social Science and Letters and Modern Languages,,9,7.0,Yes,No,0
54925,6,Train,Richlands,VA,US,24641,Bachelor's,Computer Science,2012-06-01 00:00:00,2,9.0,Yes,No,0
55097,6,Train,Virginia Beach,VA,US,23452,Associate's,BUSINESS MANAGEMENT/ACCOUNTING,1989-06-01 00:00:00,5,29.0,Yes,No,0
55128,6,Train,Fenton,MI,US,48430,High School,Not Applicable,2005-01-01 00:00:00,2,6.0,No,No,0
55146,6,Train,San Jose,CA,US,95133,Associate's,automotive,2003-01-01 00:00:00,4,7.0,No,No,0
55152,6,Train,Kansas City,MO,US,64132,High School,"arts including Voice, Concert Choir",2001-06-01 00:00:00,5,5.0,Yes,No,0
55170,6,Train,Orlando,FL,US,32821,Bachelor's,History,2012-05-01 00:00:00,3,7.0,Yes,No,0
55207,6,Train,Matthews,NC,US,28105,Bachelor's,Spanish Education and Bachelor of Science,1994-01-01 00:00:00,2,7.0,No,No,0
55232,6,Train,Bonita Springs,FL,US,34135,Associate's,Small Business Administration and Management,1978-08-01 00:00:00,4,27.0,Yes,No,0
55277,6,Train,Indianapolis,IN,US,46254,High School,Not Applicable,2010-01-01 00:00:00,1,2.0,No,No,0
55304,6,Test,Tampa,FL,US,33612,High School,Not Applicable,2000-08-01 00:00:00,6,11.0,Yes,No,0
55311,6,Train,Cedar Rapids,IA,US,52404,,Medical Transcriptionist,2011-07-01 00:00:00,5,3.0,No,No,0
55317,6,Train,Carteret,NJ,US,07008,High School,Not Applicable,2008-06-01 00:00:00,5,5.0,Yes,No,0
55332,6,Train,North Palm Beach,FL,US,33408,Master's,Education,2011-01-01 00:00:00,6,12.0,Yes,No,0
55361,6,Train,Colton,CA,US,92324,High School,Not Applicable,1988-01-01 00:00:00,4,11.0,Yes,No,0
55376,6,Train,Taylors,SC,US,29687,,Art,,2,13.0,Yes,No,0
55387,6,Train,Central Islip,NY,US,11722,High School,Not Applicable,2005-06-01 00:00:00,7,5.0,No,Yes,2
55492,6,Train,Stockbridge,GA,US,30281,Bachelor's,Health Science,2012-06-01 00:00:00,2,11.0,No,No,0
55568,6,Train,Philadelphia,PA,US,19141,,Real Estate,1997-01-01 00:00:00,7,33.0,Yes,Yes,7
55575,6,Train,Charlotte,NC,US,28211,Associate's,Interior Design,2010-03-01 00:00:00,5,16.0,Yes,No,0
55628,6,Train,Indianapolis,IN,US,46224,High School,Not Applicable,1999-06-01 00:00:00,6,8.0,Yes,No,0
55739,6,Train,Louisville,KY,US,40291,Bachelor's,Accounting,2002-01-01 00:00:00,5,7.0,Yes,Yes,6
55885,6,Train,Chapel Hill,NC,US,27514,Bachelor's,Communication Studies,2012-05-01 00:00:00,5,6.0,Yes,No,0
55968,6,Train,Cleveland,OH,US,44109,,Business Office Systems Specialist,2012-06-01 00:00:00,3,20.0,No,No,0
55972,6,Train,Philadelphia,PA,US,19146,PhD,Juris Doctor,2009-05-01 00:00:00,3,4.0,Yes,No,0
55994,6,Train,Fullerton,CA,US,92831,Associate's,general studies,2001-06-01 00:00:00,2,11.0,No,No,0
56143,6,Train,Colchester,VT,US,05446,Bachelor's,Accounting,,5,25.0,No,No,0
56201,6,Train,Grayson,GA,US,30017,Vocational,Professional Pilot,2004-11-01 00:00:00,5,8.0,Yes,Yes,20
56219,6,Train,Miami,FL,US,33167,Associate's,Human Resource Management,2011-05-01 00:00:00,1,5.0,Yes,No,0
56257,6,Train,Indianapolis,IN,US,46254,High School,Not Applicable,,2,5.0,Yes,No,0
56259,6,Train,Indianapolis,IN,US,46221,Bachelor's,psychology,,5,4.0,Yes,No,0
56283,6,Train,Murfreesboro,TN,US,37129,Bachelor's,Aviation Technology,1992-01-01 00:00:00,10,19.0,Yes,No,0
56352,6,Train,New Palestine,IN,US,46163,,PPG Porter Paints Sales Rep,1985-01-01 00:00:00,4,7.0,Yes,No,0
56354,6,Train,Atlanta,GA,US,30309,Bachelor's,Social Work,2012-04-01 00:00:00,7,8.0,Yes,Yes,20
56356,6,Train,Converse,TX,US,78109,High School,Not Applicable,,2,2.0,No,No,0
56406,6,Train,Indianapolis,IN,US,46239,Bachelor's,Social Sciences,2011-06-01 00:00:00,5,15.0,No,No,0
56514,6,Train,Minneapolis,MN,US,55402,PhD,Management,2010-05-01 00:00:00,10,9.0,Yes,No,0
56543,6,Test,Chicago,IL,US,60628,High School,Not Applicable,1990-06-01 00:00:00,4,10.0,No,No,0
56620,6,Train,Saint Paul,MN,US,55102,,Heath Information Technology,,10,15.0,Yes,No,0
56756,6,Train,Philadelphia,PA,US,19103,,Education and Training Background,2008-09-01 00:00:00,4,6.0,Yes,No,0
56804,6,Train,Fullerton,CA,US,92831,High School,Not Applicable,,3,5.0,No,No,0
56907,6,Train,Sturgeon Bay,WI,US,54235,Master's,Masters Science Information Assurance,2008-06-01 00:00:00,8,35.0,No,No,0
56941,6,Train,Cincinnati,OH,US,45211,,Criminal Justice,2004-01-01 00:00:00,2,8.0,No,No,0
56985,6,Train,San Jose,CA,US,95136,Associate's,Liberal Arts,2001-06-01 00:00:00,2,6.0,No,No,0
57026,6,Train,Egan,LA,US,70531,High School,General,,4,22.0,No,No,0
57209,6,Train,Houston,TX,US,77058,PhD,Jazz,2011-01-01 00:00:00,7,13.0,Yes,No,0
57234,6,Train,Syracuse,NY,US,13210,Master's,Operations & Supply Chain Management,2012-05-01 00:00:00,5,5.0,Yes,Yes,6
57369,6,Train,West New York,NJ,US,07093,,Cosmetology,2005-06-01 00:00:00,5,12.0,No,No,0
57478,6,Train,Saint Louis,MO,US,63133,Vocational,Medical Assistant Program,2009-12-01 00:00:00,2,4.0,Yes,Yes,30
57481,6,Train,Chicago,IL,US,60622,,Education/ Certification,2011-04-01 00:00:00,3,4.0,No,No,0
57484,6,Train,Houston,TX,US,77080,Associate's,Histologic Technician,2012-05-01 00:00:00,7,15.0,No,Yes,6
57511,6,Train,Laurel,MD,US,20723,Bachelor's,Business Studies,,5,10.0,Yes,No,0
57557,6,Train,Charlotte,NC,US,28269,High School,Not Applicable,,3,4.0,No,Yes,10
57613,6,Train,La Vergne,TN,US,37086,High School,Not Applicable,2008-04-01 00:00:00,3,4.0,No,No,0
57629,6,Train,Bonaire,GA,US,31005,Associate's,Mathematics,,3,12.0,Yes,No,0
57631,6,Train,El Paso,TX,US,79936,Master's,Accountancy,2012-12-01 00:00:00,3,3.0,Yes,No,0
57715,6,Train,Woodbury,MN,US,55125-3392,Bachelor's,Business Administration,,4,17.0,Yes,Yes,5
57716,6,Train,Saint Paul,MN,US,55119,Bachelor's,Sociology,1983-01-01 00:00:00,3,27.0,No,No,0
57904,6,Train,Moreno Valley,CA,US,92557,High School,Not Applicable,1998-01-01 00:00:00,5,9.0,Yes,No,0
57965,6,Train,Cleburne,TX,US,76031,,TDLR,2012-04-01 00:00:00,7,9.0,Yes,Yes,6
58013,6,Test,Clearwater,FL,US,33765,Vocational,Medical,2012-05-01 00:00:00,8,18.0,No,No,0
58121,6,Train,Akron,OH,US,44301,High School,Not Applicable,,2,10.0,No,No,0
58292,6,Train,Houston,TX,US,77005,High School,Not Applicable,2001-05-01 00:00:00,7,11.0,No,No,0
58426,6,Train,Orlando,FL,US,32828,Master's,"Business Administration and Management, General",2004-01-01 00:00:00,7,16.0,Yes,Yes,15
58571,6,Train,Marlton,NJ,US,08053,Master's,Mechanical Engineer,1991-01-01 00:00:00,2,11.0,Yes,No,0
58616,6,Train,Atlanta,GA,US,30342,Bachelor's,"psychology, Special Education",,2,26.0,Yes,No,0
58630,6,Train,Lawrenceburg,IN,US,47025,Bachelor's,Electrical Engineering,2010-06-01 00:00:00,2,5.0,No,No,0
58687,6,Train,Baton Rouge,LA,US,70808,Bachelor's,Communication Studies,2012-08-01 00:00:00,4,7.0,Yes,No,0
58776,6,Test,Washington Court House,OH,US,43160,Master's,"Business Administration and Management, General",2013-06-01 00:00:00,3,9.0,Yes,No,0
58862,6,Train,Fort Lauderdale,FL,US,33311,High School,Not Applicable,2005-05-01 00:00:00,5,6.0,No,No,0
58896,6,Train,Crestview Hills,KY,US,41017,,Clinical,2012-06-01 00:00:00,1,2.0,Yes,No,0
58952,6,Train,Phoenix,AZ,US,85033,High School,Not Applicable,,4,9.0,No,No,0
58998,6,Train,Detroit,MI,US,48235,High School,Not Applicable,1997-01-01 00:00:00,4,15.0,Yes,No,0
59173,6,Train,Waianae,HI,US,96792,High School,Not Applicable,1988-01-01 00:00:00,6,21.0,Yes,No,0
59177,6,Train,Richmond,VA,US,23230,Master's,Accounting,2010-09-01 00:00:00,3,18.0,No,Yes,12
59200,6,Train,Gainesville,FL,US,32605,,Medical Technician,2001-05-01 00:00:00,6,25.0,No,No,0
59229,6,Train,Greenacres,FL,US,33463,Bachelor's,"Business Administration and Management, General",2014-05-01 00:00:00,2,11.0,Yes,No,0
59252,6,Train,Manassas,VA,US,20112,Bachelor's,Fine Arts,2012-03-01 00:00:00,5,5.0,Yes,No,0
59287,6,Train,Fort Lauderdale,FL,US,33313,High School,Not Applicable,2010-06-01 00:00:00,2,3.0,No,No,0
59333,6,Train,Houston,TX,US,77043,Bachelor's,BUSINESS / MANAGEMENT,,4,14.0,Yes,Yes,25
59350,6,Train,Buena Park,CA,US,90621,Bachelor's,Accounting,1977-09-01 00:00:00,8,28.0,No,No,0
59361,6,Train,Madison,MS,US,39110,Master's,Hospitality Management,2012-05-01 00:00:00,3,5.0,No,No,0
59451,6,Train,Bellflower,CA,US,90706,High School,Not Applicable,,3,5.0,No,Yes,6
59520,6,Train,East Lansing,MI,US,48823,Bachelor's,Marketing,2012-05-01 00:00:00,5,7.0,Yes,No,0
59524,6,Train,Temple Hills,MD,US,20748,Master's,Marketing,,10,28.0,Yes,No,0
59553,6,Train,Baltimore,MD,US,21229,Master's,Human Services Administration and Rehabilitation,2010-01-01 00:00:00,7,7.0,Yes,No,0
59591,6,Train,Cleveland,OH,US,44120,Bachelor's,Communications,2012-05-01 00:00:00,4,5.0,Yes,No,0
59619,6,Train,Kissimmee,FL,US,34758,Bachelor's,Criminal Justice,2012-06-01 00:00:00,3,6.0,Yes,No,0
59745,6,Train,Hartville,OH,US,44632,,Business Management,,3,5.0,Yes,No,0
59783,6,Train,Saint Cloud,MN,US,56304,Associate's,Accounting,2010-12-01 00:00:00,4,6.0,No,No,0
59804,6,Train,Woodbridge,VA,US,22191,High School,Not Applicable,2011-01-01 00:00:00,2,1.0,No,No,0
59823,6,Test,Danville,CA,US,94526,High School,history,,7,12.0,No,No,0
59926,6,Train,New York,NY,US,10001,Bachelor's,Liberal Arts,2011-05-01 00:00:00,4,10.0,Yes,No,0
59928,6,Train,Bradenton,FL,US,34208,High School,Not Applicable,2006-01-01 00:00:00,5,6.0,Yes,No,0
59946,6,Train,Acworth,GA,US,30101,High School,Not Applicable,1986-01-01 00:00:00,4,26.0,Yes,Yes,10
60038,6,Train,Los Angeles,CA,US,90011,Bachelor's,Journalism,2001-01-01 00:00:00,3,12.0,No,No,0
60072,6,Train,San Diego,CA,US,92123,Bachelor's,Business Studies and Education,,2,10.0,No,No,0
60128,6,Train,Allen,TX,US,75002,Bachelor's,General Business,1996-12-01 00:00:00,3,14.0,No,Yes,15
60159,6,Train,Tempe,AZ,US,85281,Master's,Electrical Engineering,2012-05-01 00:00:00,2,3.0,No,No,0
60174,6,Train,Stone Mountain,GA,US,30083,High School,Not Applicable,,3,11.0,Yes,No,0
60266,6,Train,Manassas,VA,US,20110,,Information Technology,2005-01-01 00:00:00,9,15.0,Yes,No,0
60344,6,Train,Saint Paris,OH,US,43072,Bachelor's,Accounting,2009-01-01 00:00:00,3,5.0,Yes,No,0
60399,6,Train,Camden,NJ,US,08103,Master's,Instructional Technology,2012-06-01 00:00:00,2,2.0,Yes,No,0
60528,6,Train,New York,NY,US,10030,Master's,Work,2009-01-01 00:00:00,6,5.0,Yes,No,0
60549,6,Train,Canoga Park,CA,US,91304,Associate's,Television Production,,4,9.0,Yes,Yes,4
60596,6,Train,Chicago,IL,US,60619,,Pharmacy,2004-01-01 00:00:00,4,10.0,Yes,No,0
60600,6,Train,Eastpointe,MI,US,48021,High School,Not Applicable,2009-06-01 00:00:00,5,11.0,No,No,0
60663,6,Train,Minneapolis,MN,US,55401,Master's,Library & Information Sciences,2008-05-01 00:00:00,4,5.0,Yes,No,0
60689,6,Train,Hartford,CT,US,06106,Bachelor's,Psychology,2014-03-01 00:00:00,3,5.0,Yes,No,0
60692,6,Train,New York,NY,US,10022,Associate's,Arts & Science,2003-01-01 00:00:00,3,5.0,No,Yes,175
60701,6,Test,Rochester,NY,US,14606,High School,General Education,,2,9.0,No,No,0
60737,6,Train,Waldorf,MD,US,20602,Master's,Arch,2012-05-01 00:00:00,2,4.0,No,No,0
60814,6,Test,Woonsocket,RI,US,02895,High School,Medical Assistant Program,,3,2.0,No,No,0
60820,6,Train,West Covina,CA,US,91792,Bachelor's,Psychology,2011-07-01 00:00:00,4,2.0,No,No,0
60827,6,Train,Pequannock,NJ,US,07440,,Sociology,2012-05-01 00:00:00,4,5.0,Yes,No,0
60877,6,Train,Linden,NJ,US,07036,Associate's,General Studies,2007-05-01 00:00:00,3,7.0,No,No,0
60924,6,Train,San Antonio,TX,US,78207,High School,General Studies,1999-05-01 00:00:00,6,15.0,Yes,No,0
60932,6,Train,Bowie,MD,US,20721,Bachelor's,Computer Science,2012-05-01 00:00:00,2,3.0,Yes,No,0
60947,6,Train,Kalamazoo,MI,US,49048,Associate's,General,,3,12.0,No,No,0
61026,6,Train,Chicago,IL,US,60620,,Biotechnology Intern,2012-05-01 00:00:00,4,18.0,No,No,0
61101,6,Train,Houston,TX,US,77084,Associate's,Information Technology,2012-05-01 00:00:00,4,16.0,No,No,0
61157,6,Train,Lanett,AL,US,36863,Bachelor's,Healthcare Administration,2010-05-01 00:00:00,5,6.0,Yes,No,0
61207,6,Train,College Park,MD,US,20740,Associate's,Graphic Design,2006-01-01 00:00:00,5,8.0,Yes,No,0
61289,6,Train,Miami,FL,US,33167,Associate's,Business Administration,2008-08-01 00:00:00,3,7.0,No,No,0
61321,6,Train,Toledo,OH,US,43617,,Public Relations,,5,3.0,Yes,No,0
61431,6,Train,Goodyear,AZ,US,85395,Master's,Education,2004-01-01 00:00:00,8,16.0,Yes,No,0
61477,6,Train,Frisco,TX,US,75035,Master's,"Business Administration, Management",,6,23.0,Yes,No,0
61507,6,Train,Cuyahoga Falls,OH,US,44221,Associate's,Business Administration/Accounting,2011-11-01 00:00:00,3,2.0,No,No,0
61571,6,Train,Herndon,VA,US,20171,Bachelor's,Electronic and communication,,6,6.0,Yes,No,0
61594,6,Train,Siler City,NC,US,27344,High School,Not Applicable,,2,1.0,Yes,No,0
61595,6,Train,Pittsfield,MA,US,01201,Master's,Accounting,2012-05-01 00:00:00,4,6.0,No,No,0
61877,6,Train,Chesapeake,VA,US,23322,Bachelor's,Interior Design,2011-05-01 00:00:00,3,2.0,Yes,No,0
61995,6,Train,Philadelphia,PA,US,19146,Master's,Clinical Counseling,,5,11.0,Yes,No,0
62013,6,Train,Delray Beach,FL,US,33445,Associate's,Nursing,2012-04-01 00:00:00,4,7.0,Yes,Yes,15
62113,6,Train,Philadelphia,PA,US,19120,Master's,Clinical Psychology,2008-08-01 00:00:00,4,11.0,Yes,No,0
